person_id,name,gender,abuser_project_count
1408893,Andrew McKeough,0,1
1408898,Darlene Kole,0,1
1408901,John S. Linkogle,0,1
1408903,Jessica Braswell,0,1
1408906,Kellyann Cernese,0,1
1408908,Ashley Nicole Hutto,0,1
1408913,Ashley Nicole,1,1
1408918,Trey Lewis Sands,0,1
1408920,Carinne Julien,0,1
1408921,Breannalee Hansen,0,1
1408922,Lorenza Navarro,0,1
1408923,Joshua Lagos,0,1
1408924,Mark Kelliher,0,1
1408926,Gloria de Luna,0,1
1408931,Rodolfo Madrigal,0,1
1408935,Dawn Fiech,0,1
1408940,Tommy Davis,0,1
1408941,Sierra Klein,0,1
1408942,Tyler Ellrodt,0,1
1408943,Baylee Klein,0,1
1408944,Jeremy Fore,0,1
1408945,Autumn Klein,0,1
1408946,Malcolm Modele,0,1
1409052,Natalie Nelson,0,1
140909,Zak Knutson,2,4
140910,Kevin Billington,0,1
14093,Jonathan D. Krane,2,2
1409366,Neville Jason,0,1
1409405,Michael Goldsmith,0,1
1409492,Edsel Pete,0,1
1409504,Derek Solorsano,0,1
1409651,Mackenzie English,0,1
1409652,Laurie Shephard,0,1
141,David Carradine,2,6
141005,Zeena Parkins,0,1
1410095,Michael Walker,2,1
14101,John Larroquette,2,1
141012,Casper Zafer,2,1
14102,George Coe,2,3
141023,Rocco Salata,2,1
1410294,Stephen Greene,0,1
14103,Mark Blum,2,2
141034,Billy Magnussen,2,2
14104,Phil Hartman,2,4
1410428,P.J. Marshall,0,1
141046,Emily Longstreth,1,2
1410478,William Jackson Harper,2,1
14105,Stephanie Faracy,1,1
1410501,Jason Kirkpatrick,0,1
141051,Lew Hopson,0,1
1410616,Vera Chok,0,1
141067,Forbes Murray,2,1
14107,Graham Stark,2,3
1410713,Wayne Shipley,0,1
1410714,Pat Shipley,0,1
1410715,LaDon Hart Hall,0,1
1410716,Jim Osborn,0,1
14108,Joyce Van Patten,1,1
14109,Georgann Johnson,1,2
1410993,Dustin Diamond,2,5
1411157,Gary Riotto,2,1
1411162,Donna Ponterotto,0,1
1411462,Randy Jay Burrell,0,1
1411525,Michael Tong,0,1
1411625,Terence Rosemore,2,1
1411657,Anthony Kelley,0,1
1411658,Chil Kong,0,1
1411659,Teebone Mitchell,0,2
1411664,Liann Pattison,0,1
1411679,Anthony Michael Frederick,2,1
141171,David N. White,2,1
1411716,Jacob Haines,0,1
1411758,Hawn Tran,0,1
1411927,Tom Dorfmeister,0,1
141194,Marc Daniels,2,1
141195,Wayne Tippit,2,1
141196,Chuck Patterson,0,1
141197,Michael Bafaro,2,1
1412012,Joanna Newsom,1,2
14121,Wolfgang Preiss,2,4
141222,Michael Luckett,0,1
141225,Heather Marie Marsden,1,1
141226,Andrew Sensenig,2,1
1412305,Marcie Mellish,0,1
1412338,Morgan Weinstein,0,1
1412369,Terence Beesley,0,1
14126,Paul Bildt,0,2
141278,Stefka Berova,0,1
1412782,Mikal Vega,0,1
1412784,Harley Pasternak,0,1
1412785,Braeson Herold,0,1
1412789,Rick Chambers,0,2
14129,Agnes Windeck,1,2
1413,Tadeusz Łomnicki,2,2
1413093,Byron Brimstone,0,1
141317,Luciano Pavarotti,2,1
1413184,Jim James,0,1
14132,Nicolas Roeg,2,2
1413264,Ben Addis,0,1
1413364,Ted Perkins,0,1
1413421,Daniel Hoffmann-Gill,0,1
141347,John Wells,2,1
1413502,Raj Brinder Singh,0,1
1413504,Shyam Madiraju,0,1
141355,Rose Keegan,1,1
141358,Steve Griffin,0,1
141362,Keith Hamilton,0,1
141372,John Garwood,2,1
1413731,Peter Terry,0,1
1413939,Lia Beldam,0,1
1413940,Billie Gibson,0,1
141400,James W. Gavin,0,1
1414048,Lauren Selig,0,1
1414088,Matthew O'Toole,0,1
1414111,Sharon Young,0,2
1414119,Alix Bénézech,0,1
1414141,Dale Poniewaz,0,1
1414148,Cristina Pariset,0,1
1414149,Cecrope Barilli,0,1
141417,Mike Bacarella,2,1
1414326,Cego Oliveira,0,1
141433,Steve Little,2,1
141448,Gary Galone,0,2
141449,Lewis D. Wheeler,2,1
141450,Mel Smith,2,1
141451,Nancy Villone,0,2
1414536,Rich Pecci,0,1
141458,Joseph McKenna,2,1
141459,Dan Warry-Smith,0,1
141474,Mark Bentley,0,1
1414764,Nico Cortez,0,1
141485,Asia De Marcos,1,1
141492,Silvia Colloca,1,1
141495,Lindsey McKeon,1,1
141525,Matt Lauer,2,1
141526,Sierra McCormick,1,1
141540,Susie Amy,0,1
1415420,Erich von Stroheim Jr.,2,1
1415471,Dan Abrams,0,1
1415591,Richard Dooling,0,1
141573,Greg Lauren,2,1
1415770,Damir Šaban,0,1
141582,Jeffrey J. Stephen,0,2
1415841,Geoff Browne,0,1
141603,Adele Givens,1,1
141610,Lauren Vélez,1,2
1416230,Wolfgang Pissors,0,3
1416300,Richard Lothian,0,1
1416333,Franco Castan,0,1
1416443,Casey McCarthy,0,2
1416444,Josie DiVincenzo,0,1
1416580,Jen Ponton,1,1
14168,Hildegard Knef,1,1
141687,Dianna Agron,1,2
141689,Ian Watson,2,1
1417,Toshio Suzuki,2,3
14172,Michael McCullers,2,2
1417220,Jim Hosking,0,1
1417244,Richard Hardisty,0,1
141741,Gregory Hlady,0,1
141747,Anthony Peck,0,1
1417527,Tet Wada,0,1
141753,Alice White,1,1
1417558,Antonio Lexerot,0,1
141762,Joe Chrest,2,9
1417620,Bill Catching,2,1
141765,Sharon Landry,0,1
141769,Roxana Andronescu,0,1
141770,Matthew Leitch,2,4
1417739,Pico Alexander,2,1
141774,Reese Alexander,0,1
141775,Kaitlyn Maher,1,1
141778,Tim Williams,2,1
14179,Albert Johannes,0,1
1417927,Thomas Martin,2,2
1418031,Christopher Doyle,2,2
1418163,Stephan Enquist,0,1
141823,Tisha Campbell-Martin,1,2
141838,Irina Maleeva,0,1
1418422,Jake Stormoen,2,1
141876,Roland Møller,2,1
1418841,Valérie Beaulieu,0,1
1418845,Peter Wollasch,0,1
1418852,Jürgen Zwingel,0,1
1418859,Sébastien Siroux,0,1
1418958,Diana Phipps,1,1
1418983,Didier Muller,0,1
1418992,Ronald Alphonse,0,1
1418993,Ronald Baker,0,1
1418994,Kelly Keto,0,1
1418995,Olivier Marchevet,0,1
1418996,Geroges Edouard Nouel,0,1
1418997,Mark Sims,0,1
1419122,Timothy John Smith,2,1
1419130,Justin Nesbitt,0,2
1419293,Pedro Chomnalez,0,1
141956,Marc Evan Jackson,2,2
1419570,Robert Haines,0,1
141974,Saadet Isil Aksoy,1,1
1420332,Josephine Wilson,0,1
1420544,Frank Fanning,0,1
1420663,Lyndon Smith,1,1
1420665,Russell Levine,2,1
1420673,Rob Gronkowski,0,1
1420695,Claire Blackwelder,1,1
1420730,John Tripp,0,1
1420903,Homer Dickenson,0,1
1420994,Louise Brien,0,1
1421069,Reginald Simpson,0,2
1421138,Mark Strong,2,1
142134,Andrea Aureli,0,3
1421438,Denise Jones,0,1
142159,Frank Ferrara,2,1
1421602,Alexandra Klim,0,1
142192,Ryan O'Nan,2,1
142193,Diego Klattenhoff,2,1
142204,Andy Umberger,2,1
1422109,Polly Bailey,1,1
142213,Nazanin Boniadi,1,3
1422264,Olwen Catherine Kelly,1,1
1422279,Jimmie Lucas,0,1
1422337,Brendan Burke,0,1
1422356,Darnell Kittrell,2,1
142244,Mary Boylan,1,3
1422455,Robert Brister,0,1
1422582,Cice Rivera,0,1
1422586,Philip Rham,0,1
14226,Gia Carides,1,1
142261,Mike Hodge,2,1
142263,Terry Walters,0,1
14227,Jules Dassin,0,1
142271,Vittorio Fanfoni,0,1
142272,Henry Joost,2,1
1422741,Julian Reed,0,1
142276,Ariel Schulman,2,1
1422800,Robert Martini,0,1
142285,Elisabeth Robinson,0,1
142294,Jason Butler Harner,2,1
1422948,Eric Karten,0,1
142301,Helo Gutschwager,0,1
142302,Erica Beer,0,2
142303,Jochen Blume,0,1
142304,Dirk Hansen,0,1
1423197,Michael Graziano,0,1
1423321,Sheri Jackson,0,1
1423667,Tara Ann Culp,0,1
1423672,Dan Gill,2,1
1423676,Davi Santos,0,1
142373,Brody Stevens,0,3
142374,Sharon Conley,1,1
142375,Nathalie Fay,0,2
1423949,Eddie 'El Annimal' Lopez,0,1
142402,Maria Olsen,1,2
1424043,Patrick Clear,0,1
14242,Jean Servais,0,2
1424236,Elle McLemore,0,1
1424325,Esodie Geiger,1,2
1424336,Graham Henman,0,1
1424337,Mark Townend,0,1
1424380,Ellen Ho,1,2
142455,Fujio Tokita,0,1
1424575,Dinny Powell,0,1
14246,Robert Hossein,2,1
1424716,Brendon Eggertsen,0,1
1424886,Max Rosenbaum,0,1
1425059,Zdenek Dvoracek,0,1
1425122,Barry Lane,0,1
1425151,Dustin Howard,0,1
1425204,Jeff Michael,2,1
1425228,Jim Fitzgerald,0,1
14253,Slim Pickens,2,3
1425317,Miroslav Navrátil,0,1
14254,Tracy Reed,0,2
142546,Ricky Watson,0,1
1425613,Marah Fairclough,1,1
1425616,Amy Pascal,0,1
1425842,Deven Chierighino,0,1
1425873,Sabine Palfi,1,1
1425920,Jon Fletcher,0,1
1425954,Jacques Brunet,0,1
142596,Jacqueline Logan,1,2
142607,Josie Davis,1,1
14261,David Niven,2,1
1426109,Jack Leustig,0,1
1426110,Nora Gaye,0,1
14262,Capucine,1,1
142622,Pamela Springsteen,1,1
1426224,Tai Duncan,0,1
1426261,Deborah Smith Ford,1,1
14263,Colin Gordon,2,1
1426308,Pierre Grammont,0,1
1426334,Buster Reeves,0,1
1426347,Bertrand Quoniam,0,1
1426348,Pascal Loison,0,1
1426355,Claire Tran,1,2
142636,Josh Holloway,2,2
1426365,Alexis Rangheard,0,1
1426372,Julien Personnaz,0,1
1426373,Matthew Bravais,0,1
14264,John Le Mesurier,2,2
1426634,Rachel Alana Handler,0,1
1426644,Thibault Segouin,2,1
1426645,Claire Zaniolo,0,1
1426658,Jessica Lee Keller,1,1
14267,Arturo González,2,1
142686,David Leslie Johnson,0,1
1426877,Paul Chan,0,1
1426879,I. Cheng-Sheng,0,1
1426883,Chou Chung-Wei,0,1
1426888,Huan Jhih-Cyuan,0,1
1426893,Frank Ma,0,1
1426895,Tseng Sheng-En,0,1
1426897,Liu Hsieh-Min,0,1
1426899,Sandra Abouav,0,1
1426900,Abel Aboualiten,0,1
1426905,Hsing Feng,0,1
1426906,Hao-Hsiang Hsu,0,1
1426914,Eunyul Hong,0,1
1426915,Samuel Churin,0,1
1426916,Mohammad Aslam Ansari,0,1
1426917,Diego Llano,0,1
1426918,Timothy Reevis,0,1
1426919,German Tintaya Mamani,0,1
1426920,Kanneti Sawe Han,0,1
1426982,Darko Janeš,0,1
1427009,Masha Silberberg,0,1
142701,Yoshito Yasuhara,2,1
1427104,Meeka Aldrich,0,1
142741,Ardon Bess,2,1
142747,Granville Saxton,0,1
142756,George Woodard,0,1
14276,Gian Maria Volonté,0,3
1427673,Isaac Keys,2,1
1427681,Mimi Gianopulos,1,1
1427684,Scott Evans,2,1
14277,Klaus Kinski,2,85
1427711,Nito Larioza,0,1
1427759,Eve Lilith,0,1
14278,Mara Krupp,1,1
14279,Josef Egger,0,2
1427990,Joe Hurst,0,1
1428,Mick Jagger,2,1
14280,Panos Papadopulos,0,2
1428070,Isabela Moner,1,1
14281,Alan Crosland,2,4
1428151,Sloane Shelton,1,1
1428152,Henry Yuk,0,1
1428398,Carlos Valdes,2,1
142844,Debby Bishop,1,1
1428550,Jane Watson,0,1
142858,Melissa Gilbert,1,1
1428580,Crystal the Monkey,0,1
1428661,Annette McCarthy,1,1
1428662,Marie Laurin,0,1
1428663,William G. Dunn,0,1
14287,May McAvoy,1,1
1428999,David Crowley,0,1
14290,Richard Tucker,2,1
1429014,Emily Tyra,0,1
14292,Sidney Gilliat,2,2
14293,Frank Launder,2,1
14294,Edward Black,2,2
1429456,Jaye Razor,0,1
1429470,Nick W. Nicholson,0,3
1429472,Chuck Norfolk,0,1
142956,Logan White,0,1
142957,Lonnie Colón,0,1
142958,Michael Sinclair,2,1
1429649,Alvin Ing,0,2
1429663,Kelly Byrns,0,1
142971,Kris Kamm,2,1
14298,Margaret Lockwood,1,1
142982,Laurent Zeitoun,0,1
14299,Dame May Whitty,1,2
1430,Keith Richards,2,1
14300,Cecil Parker,2,3
14301,Linden Travers,1,1
143013,Lizan Mitchell,0,1
143017,Frederick Weller,2,1
14302,Naunton Wayne,2,1
1430236,Carolyn Soper,0,1
14303,Basil Radford,2,3
14304,Mary Clare,1,2
1430413,Mouna Albakry,0,1
14305,Emile Boreo,0,1
14306,Googie Withers,1,1
14307,Sally Stewart,0,1
143073,Doug Benson,2,1
14308,Philip Leaver,2,1
14309,Selma Vaz Dias,0,1
1430985,Daren Firestone,0,1
1430986,Rebecca Nickels,0,1
1431087,Jourdan Dunn,0,1
14312,Mitchell Ryan,2,4
14313,Darlene Love,1,3
1431308,Ray Bouchard,0,1
1431311,David Bennett,0,1
14314,Traci Wolfe,1,3
1431401,Robert Haramia,0,1
1431403,Daniel Hilt,0,1
1431410,Bryan Cook,0,1
14316,Damon Hines,2,3
1431604,Kelly Boegel,0,1
1431605,Claire Calarco,0,1
1431606,Jazmin Paradis,0,1
1431607,Mackenzie Ball,0,1
14317,Ebonie Smith,1,3
1431719,Carl Ekberg,0,1
14319,Lycia Naff,0,1
14320,Jack Thibeau,2,2
143205,Josh Clark,2,1
143206,Michael Blain-Rozgay,0,1
143208,Sidney S. Liufau,2,2
1432104,Alejandro Naranjo,2,1
1432396,Howard M. Mitchell,0,1
14324,Joss Ackland,2,1
143240,Julianne Hough,1,1
143242,Terrence Jenkins,0,2
143243,Chelsea Traille,1,1
143244,Tanee McCall,1,1
14325,Derrick O'Connor,2,3
1432544,Kalon Jackson,0,1
1432598,Jessica Cummings,1,1
14326,Patsy Kensit,1,1
143260,Nicholas Alexander,2,1
143261,Michael Beasley,2,2
143279,Peter Sellars,0,1
14328,Steve Kahan,2,6
143280,Norman Mailer,2,2
143281,Freddy Buache,0,1
143282,Kate Mailer,0,1
143283,Suzanne Lanza,0,1
14329,Dean Norris,2,10
1432924,JC Gonzalez,0,1
1432925,Scott Reitz,0,1
1432926,Norma Herrera Voelkel,0,1
14330,Juney Smith,2,1
1433019,Emma Elle Paterson,1,1
143307,Marilyn Norry,0,1
14331,Nestor Serrano,2,4
14332,Philip Suriano,2,2
143324,Katya Virshilas,1,1
143328,K. Todd Freeman,2,3
14333,Grand L. Bush,2,6
143331,Daniel Escobar,2,1
14334,Allan Dean Moore,0,1
143346,Keith Ferguson,0,1
14335,Alexander B. Collett,0,1
1433539,Gregory Dann,0,1
14336,Michael Klastorin,0,1
14337,Jennie Lew Tugend,1,1
143382,Mark Berry,2,1
143387,Bruce Stewart,0,1
1433941,Klaus Hellwig,2,1
143395,Marcel Jeannin,2,1
1434006,Jan Citron,0,2
1434017,Matthew Sim,2,1
1434041,Ruben Rabasa,2,1
143425,Aaron Tveit,2,1
14343,Rene Russo,1,7
143432,Kiều Chinh,1,1
14344,Stuart Wilson,2,5
1434493,Steve Cozart,0,1
1434495,Sheri Kresnicka,0,1
1434498,Tom Woodbeck,0,1
1434506,Jim Hechim,0,1
143454,Mel Archer,0,1
1434599,Brian Smyj,0,1
14346,Channing Gibson,0,1
1434768,Alain Bernheim,0,2
1434812,Scot Cooper,0,1
1434820,Brad Schmidt,2,1
1434860,Ann Guedes,0,1
143491,Gérard Lauzier,0,1
1434942,Gabriel Farnese,0,1
1435164,David Mitchell,0,1
1435249,Derrick T. Lewis,0,1
143533,John Shelton,0,1
143560,Verree Teasdale,1,1
143561,Sam Taylor,2,1
143564,Bill Brandon,0,2
143574,Paul Collins,2,1
1435747,Shawn Fitzgibbon,0,1
1435888,Henry Norton,0,1
143591,Shoshannah Stern,1,1
143593,Xavier Dolan,2,1
143598,Paolo Turco,0,1
143600,Dayyan Eng,2,1
143602,Gong Beibi,0,1
143624,Andrey Kaykov,0,1
143635,Cyril Frankel,2,1
1436354,Andrew Arrabito,0,1
1436357,Thomas R. Baker,0,1
1436512,Rich Graff,0,1
143666,Anatoliy Lobotskiy,2,1
1436978,Dave Davis,2,2
1436999,Kate Berlant,0,1
143700,Evgeniya Akhremenko,0,1
1437094,Frank D'Angelo,2,1
14371,Anthony Quayle,2,4
143715,Grace Rex,1,1
1437178,Amariah Olson,0,1
1437179,Obin Olson,0,1
143741,Anna Starshenbaum,0,1
143743,Sergei Oldenburg-Svintsov,0,1
1437471,Don Kranze,0,1
1437494,Janet Krupin,0,1
1437572,Geoff Schuppert,0,2
1437788,Maggie Monteith,0,1
1438123,Florence Gibson,0,1
1438286,Jon Arthur,0,1
1438372,Stephanie Ann Saunders,0,1
1438486,Václav Jirácek,2,1
14386,Beyoncé Knowles,1,1
1438887,Petra Lustigová,1,1
1438995,Leonard Kelly-Young,0,1
14390,Diane Mizota,1,1
1439007,Pete Housman,0,1
1439089,Kate Campbell,0,1
1439098,Brett Leigh,0,1
1439105,Antonio St. James,0,1
1439112,Julia Prud'homme,0,1
1439125,Casey Ruggieri,0,1
1439141,Ashley Didion,0,1
1439150,Lexis Nutt,0,1
1439155,L.A. Williams,0,1
1439167,Blake Sheldon,0,1
1439180,Sean Guse,0,1
1439192,Ricky Wood,0,1
14392,Kathryn Bigelow,1,3
1439204,Scott Takeda,0,3
1439207,Donna Rusch,0,1
1439208,Kathy Sweeney-Meadows,0,1
1439213,Mark T Anderson,2,1
14393,Jay Cocks,2,2
1439542,Tracey Stone,1,1
1439629,Noah Lazarus,0,1
143971,Derek Riddell,2,1
143978,Yelena Solovey,1,1
1439921,Jaclyn Rose,0,1
1440014,Stephen Ure,0,1
144006,Lillian Lawrence,0,1
144019,Sally O'Neil,1,1
14405,Courteney Cox,1,4
1440574,Charlie Plummer,2,1
14406,Lisa Kudrow,1,2
144066,S.J. Perelman,0,1
14407,Matt LeBlanc,2,1
1440703,Aaron Haedt,0,1
14408,Matthew Perry,2,1
144081,Aden Young,2,1
1440891,Joe Lowry,0,1
14409,David Schwimmer,2,7
1441043,Lee Sandman,0,1
1441111,Yvonne Doughty,0,1
1441226,Elizabeth Lang,1,1
144129,Tracy Fraim,2,3
1441290,James Stephen Jones,0,1
144130,Michael Covert,2,1
1441333,Chris Damon,0,1
14414,Kareem Abdul-Jabbar,2,1
14415,Julie Hagerty,1,5
14416,Robert Hays,2,2
1441607,Amanda LeFlore,0,1
1441608,Patience Dabany,0,1
1441610,Barbara Guillory,0,1
1441612,Clarence Taylor,0,1
1441613,Miriam Holder Jacobs,0,1
144162,Anthony De Marco,0,1
1441642,Tony Earnshaw,0,1
1441773,Audrey Peart Dickman,0,1
1441776,James Downey,0,1
1441804,Dennis Anderson,0,1
144210,Karen Arthur,0,2
144211,Matt Walton,0,1
144221,Brad Furman,2,2
14425,Mike Donlin,2,1
144250,Michelle Gomez,0,1
144256,Herb Gardner,2,1
1442592,Vittorio Rossi,2,2
1442685,Albert Wickmann,0,1
1442686,Ditlev Weddelsborg,0,1
1442687,Jesper Sønderaas,0,1
1442688,Peter Frøge,0,1
1442689,Bent Sørensen,0,1
144270,Isabel García Lorca,1,1
144279,Arden Cho,1,1
1442832,Richard Lee,2,1
144291,Joanna Bobin,1,1
144304,D.W. Brown,0,1
144311,Rez Kempton,2,1
144361,Irene Browne,1,1
1443648,Karl-Heinz Deickert,0,1
144381,Leonard Penn,2,1
1443837,Ann Dominic,0,1
144395,Paul Sutton,0,1
1444033,Ranjani Brow,0,1
144423,Ernest Vajda,2,2
144438,Jeff Witzke,2,1
1444581,John Barnett,0,1
14446,Henry Blanke,2,1
1444726,Lo Graham,1,1
1444823,James Logan,2,1
1444912,Keith Walters,0,1
1444930,Miguel Menéndez de Zubillaga,0,1
14450,Gladys George,1,1
1445063,Al Agami,0,1
14451,Barton MacLane,2,1
144518,Lupino Lane,2,1
14454,Murray Alper,2,1
14455,John Hamilton,2,1
1445533,Trenton Rostedt,2,1
144577,Justine Cotsonas,1,1
1446054,Glenn Wool,0,1
144606,Alan Pietruszewski,2,1
1446095,Amparo García,1,1
144612,Fortunato Arena,0,2
144613,Rocco Lerro,2,1
14463,David Naughton,2,1
1446384,Roy Smiles,0,1
1446555,Alex Burton,0,1
144675,Jordan Belfi,2,3
14468,Brian Glover,2,1
14469,Rik Mayall,2,1
1447036,Sammi 'Sweetheart' Giancola,0,1
1447040,Ronnie Ortiz-Magro,0,1
1447280,Carolina Bartczak,0,1
1447292,Rami Nasr,0,1
1447326,Jane Wu,0,1
1447340,Ian Burns,0,2
1447346,Victoria Arbiter,0,1
144740,Jacqueline Noëlle,1,1
1447670,Meggie Maddock,1,1
1447856,Nadia Alexander,0,1
1447863,Michael Roark,0,1
1447918,Mackenzie Marsh,0,1
144798,Simon Cellan Jones,0,1
1448129,Carlos Foglia,0,1
144816,Chris McKay,0,1
1448168,Jonathan Hartman,0,1
1448194,Andrew Herr,2,1
1448201,Moe Jeudy-Lamour,2,1
1448206,Tony Paul West,0,1
1448219,Martin DeLuca,0,1
1448221,Christina Hodson,0,1
1448230,Nick Fondulis,0,1
1448452,Isaac Gayer,0,1
1448453,Ezra Kafri,0,1
1448566,Tabitha Brownstone,0,1
1448567,Domino Harvey,0,1
1448568,Erin Cathryn Strubbe,0,1
144865,Olivier Pierre,2,1
144867,Jim McManus,2,1
14487,John St. Polis,2,1
1448801,Hanala Sagal,0,1
1448883,Randy Thompson,0,1
1448904,Rigo Sanchez,0,1
1448984,Stephen Kearin,0,1
14490,Edward Lewis,2,5
1449075,Allyson Seeger,0,1
1449094,Amad Jackson,0,1
1449198,Emil Martirossian,2,1
1449249,Jordan Haynes,0,1
14493,Bill Thomas,2,1
1449358,Mary Moore,0,1
1449385,Tanner Wiley,0,1
1449408,Gregory Cupoli,0,1
144957,Daniel Lundh,0,1
1449608,James P. Anderson,0,1
144972,Bogusław Linda,2,1
1449958,Pavel Vokoun,2,1
14500,Jean Simmons,1,2
1450262,Annie Starke,0,1
1450287,Jacob Grodnik,0,2
1450289,Evan Hall,0,1
1450290,Hannah Leder,0,1
14503,Herbert Lom,2,4
145039,Bruce McKinnon,2,1
14504,John Dall,2,1
1450433,Layla Alizada,0,1
1450460,Myra McFadyen,1,1
1450499,Lauren De Normandie,0,2
14505,Harold J. Stone,2,1
1450502,John Kearns Jr.,0,1
14506,Joanna Barnes,1,1
145072,Grahame Wood,0,1
145074,Joëlle Bernard,1,1
1450756,Roman Arabia,0,1
1450772,Aisha Kabia,0,1
1450793,Mitchell Fink,0,1
14508,John Hoyt,2,3
1450831,Paul Lacovara,0,1
1450834,Labrandon Shead,0,1
145103,Marco Perrin,2,1
1451115,Marilyn Monrovia,1,1
1451161,Rowan Joseph,2,1
145117,Jean-Pierre Améris,2,1
145120,Swann Arlaud,2,2
1451219,Steven Mnuchin,2,2
145123,Grégoire Ludig,0,1
145133,Harry Hadden-Paton,2,1
1451394,Mariana Paola Vicente,0,1
145145,Shannon Kane,1,1
14515,Dolores Costello,1,3
1451543,Kofi Siriboe,2,1
1451578,Ryan Dorsey,0,1
1451581,Rubén Zamora,0,1
1451587,K. Harrison Sweeney,0,2
1451588,James E. Lane,0,1
1451589,Jeff Bairstow,0,1
145161,Bruno Ricci,0,1
1451618,Anthony J. Sacco,2,1
1451681,Charlie Kranz,2,1
145172,Pamela Toll,1,1
145175,Albert Parker,2,1
1451811,Ryan Noto,2,2
1451812,Elias Axume,0,1
145184,Sandra Echeverría,1,2
1451847,Todd Slater,0,1
1451862,Natasha Shilapnikoff,0,1
1451864,Ilya Blednyy,0,1
1451868,Irina Stemer,0,1
145189,Thomas Moffett,2,1
1451923,Chantal Thuy,1,1
145197,Philippe Brigaud,2,2
14520,John Sturges,2,2
1452045,Ben Hardy,0,2
1452046,Lana Condor,1,2
14521,William Roberts,2,1
1452110,Rafer Weigel,0,1
145219,Oscar Torre,0,1
1452207,Thomas D. Mahard,0,1
145230,Abbes Zahmani,0,1
1452324,Billy Dietrich,0,1
1452349,Carl Anthony Nespoli,0,1
1452350,Don Richard,0,1
1452351,Vladimir Tevlovski,2,1
1452352,LaDon Drummond,0,1
1452410,Brian Heffron,0,1
1452437,Alison Rich,0,1
145247,Phoebe Tonkin,1,1
1452481,Liam Dickinson,2,1
1452636,Steve Corona,0,1
145273,Hortensia Santoveña,1,1
14528,Yul Brynner,2,2
1452864,Koby Azarly,0,1
1452865,William Patrick Brown,2,1
1452886,Carl Gerard,0,1
14529,Brad Dexter,2,1
1452936,Tudor Petrut,0,1
1452956,Thom Williams,2,1
145299,Eric Godon,0,1
145302,Bernie Bonvoisin,2,1
145305,Erin Dignam,1,1
145320,Cara Mantella,0,1
145323,Patrick Johnson,0,1
1453786,April Hong,0,1
1454082,Brian James Pepe,0,1
1454084,Michael Kelly,2,1
1454093,Jabari Gray,2,1
1454094,Doug Yasuda,0,1
1454233,Phyllis Hyman,0,1
1454291,Tom Dab,2,3
1454295,David Stassen,0,1
1454296,Megan Lozicki,0,1
1454299,Justin Lebrun,0,1
1454313,Folake Olowofoyeku,1,1
1454354,Deantre Williams,0,1
1454355,Ed Morrone,0,1
1454360,Jojo Gonzalez,0,1
1454381,Sina Sayyah,0,1
14544,Penelope Allen,1,1
14545,Sully Boyar,2,3
1454546,Karel Dobrey,0,1
14548,Marcia Jean Kurtz,1,2
1454946,Milana Vayntrub,1,1
14551,Estelle Omens,1,2
1455228,LazRael Lison,0,2
145540,Benny Ciaramello,0,1
145543,Damon Lipari,2,1
1455432,Terence Nelson,0,1
1455497,Jill Brown,0,1
145553,Devanny Pinn,1,1
145560,Larry Eudene,0,1
1455760,Jason Furlani,0,1
1455764,Jennifer Missoni,0,1
1455783,Brett G. Smith,2,2
1455786,Adina Stetcu,0,1
1455789,Michael Crowe,0,1
1455797,Henry Stram,0,1
145588,Talin Lopez,0,1
1455957,Brynne Norquist,0,1
145605,Harry Beaumont,2,1
14562,Ralph Meeker,2,2
1456202,Hilary Jardine,1,1
1456241,Alex Brewer,0,1
1456280,Jake Picking,0,1
1456287,Gracie Dzienny,1,1
1456292,Tamara Hickey,0,1
1456296,Paula Plum,0,1
1456328,Patrick Carlyle,0,1
145633,Noémie Lenoir,1,1
1456341,Parker Mack,0,1
14564,George Macready,2,3
1456660,J. Bernard Calloway,0,1
1456723,Dean Neistat,0,1
1456742,James Georgiades,0,1
145683,Svetlana Metkina,1,1
145696,Brigitte Paquette,1,1
145699,Rachel Morihiro,1,1
145705,Arnold Gray,0,1
1457057,Eric Wheeler,0,1
1457098,Penelope Lagos,1,1
1457224,Doris McCarthy,1,2
1457281,Sheldon Frett,0,1
14573,Martin Milner,2,1
14574,Sam Levene,2,1
1457476,Mike Carlsen,0,1
1457581,Alfie Stewart,0,1
145826,Dorothy Wilson,1,3
1458265,Joshua Brady,0,1
145827,Bob Rose,0,1
1458272,Richard Wechsler,0,1
1458290,Alma Sisneros,0,1
1458317,Dionne Houle,0,1
145836,Aimee Teegarden,1,1
145838,Alec B. Francis,2,1
145839,Richard 'Skeets' Gallagher,0,1
1458589,Adam Simon,0,1
145877,Nick Stringer,2,1
1458990,Robert Larriviere,2,2
1459,Tina Turner,1,3
1459004,Megan Pribyl,0,1
1459098,Sabina Branduse,0,1
1459101,Sina J. Henrie,0,1
14592,BD Wong,2,3
1459245,Obi Abili,0,1
14593,Ingeborga Dapkunaite,1,2
145968,Richard Boleslawski,2,1
1459705,Teresa Tuszynska,0,1
1459706,Grazyna Muszynska,0,1
1459707,Barbara Baranowska,0,1
1459708,Wlodzimierz Bielicki,0,1
1459709,Eleonora Kaluzynska,0,1
1459710,Tadeusz Chyla,0,1
1459711,Krzysztof Komeda,0,1
1459830,Erick Chavarria,2,1
1459885,Lily-Rose Depp,1,2
1459894,Ewa Zdzieszynska,0,1
