moviedb_id,imdb_id
5170,nm0827985
5177,nm0122036
5181,nm0472632
5182,nm0472632
5183,nm0472632
5185,nm0472632
5186,nm0472632
5203,nm7749364
5216,nm0852105
5231,nm0000583
5247,nm0818545
5248,nm0002011
5249,nm0277933
5251,nm0001279
5259,nm0433183
5266,nm0901057
5268,nm0104418
5281,nm0000490
5283,nm0444916
5284,nm0744907
5292,nm0000243
5293,nm0000353
5294,nm1435934
5296,
5301,nm0040022
5306,nm0002120
5308,nm0682830
5309,nm0001132
5312,nm0640560
5313,nm0342129
5318,nm0173868
5322,nm0113360
5325,nm0390970
5326,nm0692921
5329,nm0682830
5341,nm0000009
5342,nm0001566
5344,nm0028625
5345,nm3593718
5349,
5354,nm0024780
5357,nm0087245
5365,nm0004286
5376,nm0005443
5378,nm0875700
5379,nm0277933
5381,nm0787834
5382,nm0792049
5384,
5398,nm0209569
5401,nm0000063
5412,nm0100556
5414,
5415,nm1314042
5417,nm0635297
5419,nm0846548
5430,nm0277933
5441,nm0092362
5442,nm0463590
5444,nm0875585
5445,nm0092362
5469,nm0001059
5470,nm0000218
5471,nm0001722
5472,nm0000147
5473,nm0001722
5474,nm0001722
5475,nm0518739
5476,nm0001722
5477,nm0001722
5478,nm0001722
5479,nm0001722
5480,nm0001722
5481,nm0001321
5482,nm0001722
5483,nm0001722
5484,nm0001722
5485,nm0951762
5486,nm0028861
5487,nm0902764
5498,nm5670681
5501,nm0682830
5502,nm0480118
5503,nm0287182
5505,nm0711805
5528,
5530,nm0564215
5538,nm0935653
5555,nm0006872
5563,nm0000336
5572,nm3355987
5575,nm0326040
5576,nm0380225
5577,nm0276059
5586,
5587,nm0698763
5588,nm1324884
5601,nm0872755
5602,nm0000186
5604,nm0842156
5605,
5606,nm0000651
5616,nm0569239
5620,nm0237222
5621,nm0267656
5630,nm0455088
5632,nm0279926
5644,nm0487884
5646,nm0230649
5655,nm0218398
5656,nm4897669
5657,nm0001378
5658,nm0542133
5659,nm1179580
5661,nm1693763
5662,nm0597693
5663,nm1783203
5664,nm0578814
5665,nm0066534
5682,nm0000733
5687,nm0301841
5688,nm0016646
5694,nm0688467
5695,nm0354085
5696,nm0122036
5700,nm0738354
5707,nm0322802
5720,nm0408771
5723,nm0545421
5724,nm0596310
5725,nm0912938
5726,nm0147825
5727,nm0046033
5728,nm0665886
5729,nm0001571
5730,nm0000895
5731,nm0375738
5732,nm0428216
5735,nm0665886
5736,nm0665886
5737,nm0047450
5738,nm0179289
5739,nm0790164
5740,nm0665886
5792,nm0820643
5810,nm0103828
5811,nm0103828
5812,nm0103828
5813,nm0321294
5814,nm0685559
5815,nm0711502
5816,nm0058384
5817,nm0520859
5818,nm0142804
5819,nm0637064
5820,nm0103828
5843,nm1056271
5888,nm2711324
5897,nm0733500
5911,nm0718619
5915,nm0454809
5916,nm1172243
5920,nm0727120
5922,nm0936762
5935,nm0393517
5940,nm0001722
5950,nm0001025
5953,nm0005069
5958,nm0240381
5960,nm0005316
5964,nm0192490
5968,nm0390603
5970,nm0001596
5973,nm0990777
6007,nm0744648
6012,nm0000809
6014,nm0588475
6018,nm0244999
6024,nm0006939
6035,nm0853122
6039,nm0004307
6046,nm0277933
6048,nm0408771
6065,nm0682830
6066,nm0005231
6067,nm0390898
6068,nm0000688
6069,nm3938178
6074,nm0920564
6075,nm1184269
6079,nm0819874
6087,nm0312036
6100,nm0617705
6101,nm7749364
6106,nm0852105
6108,nm0698346
6110,nm0122036
6114,nm0374311
6146,nm0934668
6161,nm1006558
6162,nm0801043
6163,nm0004965
6164,nm0028625
6167,nm0002139
6174,nm0761055
6181,nm0656929
6183,nm2458843
6184,nm1123059
6185,nm0678998
6193,nm0000138
6194,nm0000132
6195,nm0674782
6197,nm0920074
6198,nm0007197
6199,nm0546816
6200,nm0718619
6212,nm0651008
6213,nm0005085
6217,nm0451600
6223,nm0623235
6238,nm0828980
6278,nm1226817
6279,nm0088127
6280,nm0000959
6281,nm0682830
6295,nm0106924
6304,nm0836681
6313,nm0772478
6318,nm0094789
6326,nm0804361
6329,nm1426686
6340,nm0335666
6341,nm0446219
6349,nm0001587
6352,nm0328954
6354,nm0162541
6355,nm0028625
6361,nm0912938
6366,nm0289114
6368,nm1721475
6383,nm2096985
6384,nm0174909
6407,nm0005420
6408,nm0001763
6409,nm3355987
6413,nm0383422
6416,nm0912938
6431,nm0342129
6433,nm0342129
6438,nm0297004
6443,nm0593973
6446,nm3812243
6448,nm0671957
6449,nm0000886
6450,nm0001265
6453,nm0709263
6462,nm0701500
6463,nm0852305
6465,nm0328954
6466,nm0634374
6468,nm0917059
6473,nm0218398
6474,nm0711805
6476,nm0111225
6482,nm0005436
6483,nm0750596
6485,nm0005354
6486,nm0000445
6487,nm0001796
6488,nm0747287
6541,nm0097842
6542,nm0005002
6543,nm0773418
6548,nm0291713
