imdb_id,moviedb_id
tt0243575,16435
tt0243585,10996
tt0243862,112
tt0243927,60432
tt0245247,286396
tt0245356,61016
tt0246677,10575
tt0246890,97696
tt0247196,5001
tt0247427,40624
tt0248612,475315
tt0250223,2899
tt0250617,55249
tt0250687,9896
tt0250934,20536
tt0251156,24665
tt0251160,8470
tt0251582,65416
tt0253114,60458
tt0253474,423
tt0253754,201
tt0253840,35337
tt0254199,27834
tt0254235,58509
tt0255132,405806
tt0256524,2779
tt0257106,4248
tt0257721,331146
tt0258000,4547
tt0258100,14923
tt0259324,1250
tt0259929,35257
tt0261450,240200
tt0261823,402883
tt0263215,28311
tt0263757,14926
tt0264150,11523
tt0264710,113609
tt0265632,19405
tt0266489,7288
tt0266697,24
tt0266915,5175
tt0268995,11086
tt0270288,4912
tt0270707,13440
tt0270980,2830
tt0271454,81748
tt0271668,11078
tt0272127,172422
tt0273517,11056
tt0273689,12777
tt0273790,43709
tt0274711,11458
tt0275692,23603
tt0276816,12590
tt0276919,553
tt0277027,10950
tt0278295,13950
tt0278823,9689
tt0279493,12277
tt0279750,74217
tt0280665,9280
tt0280754,25320
tt0280778,11889
tt0281373,11888
tt0281924,36561
tt0283003,12079
tt0283452,98250
tt0283537,55048
tt0284971,123182
tt0285112,41548
tt0285462,9557
tt0285727,38901
tt0285823,1428
tt0286098,16321
tt0286162,39541
tt0287717,9488
tt0287795,134383
tt0288073,54712
tt0289616,316212
tt0289668,38866
tt0289765,9533
tt0290002,693
tt0290192,465176
tt0290212,15186
tt0290218,79463
tt0290230,44546
tt0290334,36658
tt0291311,23471
tt0293555,168760
tt0293564,5174
tt0294279,79031
tt0296682,111147
tt0297162,10167
tt0299135,153273
tt0299172,13700
tt0299658,1574
tt0299712,137749
tt0302346,60989
tt0302531,133831
tt0303111,464654
tt0304141,673
tt0305633,62709
tt0305858,61393
tt0305966,443971
tt0305973,28028
tt0307466,37946
tt0307987,10147
tt0308353,5393
tt0308383,10922
tt0308644,866
tt0308672,85472
tt0309377,9573
tt0309987,1278
tt0310181,206122
tt0310910,10743
tt0311110,31459
tt0311113,8619
tt0312700,18248
tt0313542,11329
tt0313737,2642
tt0313792,10739
tt0315323,215361
tt0315327,310
tt0315398,31066
tt0315431,46268
tt0315733,470
tt0316465,13920
tt0316768,8325
tt0317219,920
tt0317740,9654
tt0318742,79591
tt0318908,106121
tt0319343,10719
tt0320244,1415
tt0320689,385072
tt0322659,32235
tt0323531,30806
tt0323849,124815
tt0324952,49481
tt0325596,11588
tt0325803,165343
tt0325805,7270
tt0325980,22
tt0326976,52088
tt0327056,322
tt0327643,18189
tt0327679,14442
tt0328107,9509
tt0328802,1926
tt0329374,22643
tt0330152,30768
tt0330373,674
tt0333467,335035
tt0335266,153
tt0335345,615
tt0335438,9384
tt0337692,83770
tt0337741,6964
tt0337851,56427
tt0337887,45833
tt0338013,38
tt0338159,74494
tt0338459,12279
tt0338497,67373
tt0339291,11774
tt0339412,16232
tt0339593,62016
tt0339918,27674
tt0341334,352128
tt0342213,25783
tt0342272,10913
tt0343095,14883
tt0343746,312355
tt0343996,9700
tt0344303,454330
tt0344777,43210
tt0346491,1966
tt0346971,93782
tt0348150,1452
tt0349080,16048
tt0350373,178375
tt0352426,71769
tt0353324,16456
tt0356076,275521
tt0356634,8920
tt0357474,12542
tt0358135,4380
tt0358294,24546
tt0361596,1777
tt0361805,18866
tt0361852,75252
tt0362120,4257
tt0362270,421
tt0363988,1586
tt0364961,842
tt0367479,10589
tt0367594,118
tt0368008,14462
tt0368891,2059
tt0373889,675
tt0374201,75468
tt0374286,27076
tt0375568,16577
tt0375920,7548
tt0376105,6439
tt0376994,36668
tt0377100,36272
tt0377184,142027
tt0377471,4551
tt0378109,11968
tt0378194,393
tt0378947,9688
tt0379217,883
tt0379240,19059
tt0380248,183043
tt0380510,7980
tt0380599,257
tt0380615,33823
tt0381270,14653
tt0381505,14166
tt0383010,76489
tt0383139,143998
tt0383574,58
tt0384680,6963
tt0384700,281710
tt0387925,34672
tt0389721,19294
tt0395616,61861
tt0395669,31389
tt0396171,1427
tt0396857,9921
tt0398913,9053
tt0399085,215356
tt0399201,1635
tt0403004,95578
tt0404225,41628
tt0405159,70
tt0406661,47336
tt0408236,13885
tt0410097,10476
tt0411270,1553
tt0412019,308
tt0412886,317772
tt0414161,30402
tt0415201,118894
tt0415949,21014
tt0416212,12837
tt0416243,14180
tt0417217,9910
tt0418279,1858
tt0418689,3683
tt0419663,44250
tt0419781,81844
tt0420223,1262
tt0420238,10199
tt0421054,9923
tt0423294,9408
tt0424993,9794
tt0425061,11665
tt0425151,18869
tt0425624,8985
tt0426616,75946
tt0427944,9388
tt0429589,9906
tt0430922,15373
tt0431114,8382
tt0431124,261816
tt0431197,4349
tt0432283,10315
tt0433771,24615
tt0435635,59923
tt0435651,227156
tt0435705,1738
tt0435770,24648
tt0436339,19585
tt0438076,178614
tt0439544,10598
tt0439876,25973
tt0441773,9502
tt0443450,18070
tt0445990,11652
tt0446313,18816
tt0447999,10026
tt0448011,13811
tt0449061,7515
tt0449088,285
tt0450259,1372
tt0450345,9708
tt0451079,12222
tt0452573,124673
tt0452598,9641
tt0454876,87827
tt0455499,9513
tt0457419,2284
tt0457495,9978
tt0457513,512
tt0457939,1581
tt0458481,189
tt0458525,2080
tt0460925,19033
tt0461471,90114
tt0462200,7874
tt0462244,14144
tt0462540,5524
tt0464154,43593
tt0465234,6637
tt0466342,10073
tt0467197,13051
tt0468520,31456
tt0468569,155
tt0469641,1852
tt0470732,38163
tt0472043,1579
tt0473333,12677
tt0473435,35715
tt0473488,8194
tt0475298,15423
tt0477051,9757
tt0477348,6977
tt0478134,6973
tt0478197,57406
tt0478210,16053
tt0479948,17954
tt0479997,23047
tt0480461,20558
tt0480516,58796
tt0481369,3594
tt0481499,49519
tt0482461,44594
tt0484382,7298
tt0485061,202960
tt0485288,34728
tt0486560,288122
tt0487195,16700
tt0488539,12486
tt0489049,13532
tt0490075,171688
tt0490084,1257
tt0490196,30139
tt0490240,10121
tt0493386,140236
tt0494652,13490
tt0495813,288292
tt0497353,31088
tt0498380,1251
tt0498399,2001
tt0499516,24479
tt0500100,286500
tt0500148,331372
tt0500149,269535
tt0756632,57854
tt0762125,16866
tt0765429,4982
tt0765446,68179
tt0765476,11260
tt0770752,8676
tt0770772,14434
tt0773306,35714
tt0775488,15156
tt0783238,13551
tt0783501,16207
tt0787411,215369
tt0790628,124459
