person_id,name,gender
nm1998656,Renate Stuurman,0
nm0177505,Vanessa Cooke,0
nm0925803,John Whiteley,2
nm2107972,Kira Wilkinson,0
nm6085680,Meganne Young,0
nm4262886,Thabo Rametsi,0
nm6581506,Vaughn Lucas,0
nm6673564,Jaime Coue,0
nm0563070,Jefferson Mays,2
nm0637518,Phillip Noyce,2
nm0462867,Neil Koenigsberg,0
nm0004332,Robert B. Weide,0
nm4025993,Scooter Braun,2
nm3614913,Zoey Deutch,1
nm4867258,Lucy Fry,0
nm1572716,Danila Kozlovsky,2
nm4123601,Dominic Sherwood,2
nm1385871,Olga Kurylenko,1
nm0000321,Gabriel Byrne,2
nm3774109,Sami Gayle,1
nm0405103,Sarah Hyland,1
nm2946516,Claire Foy,1
nm5685205,Edward Holcroft,2
nm4415419,Chris Mason,2
nm0670222,Ben Peel,0
nm0000613,Joely Richardson,1
nm4625680,Dominique Tipper,1
nm0863130,Ramon Tikaram,2
nm1589180,Shelley Longworth,0
nm1454097,Rory Fleck-Byrne,0
nm0174203,Elizabeth Conboy,0
nm4308680,Ryan Prescott,0
nm0914134,Mark Waters,2
nm0914058,Daniel Waters,2
nm1848205,Susan Montford,1
nm0623235,Deepak Nayar,2
nm0695804,Michael Preger,2
nm0875736,Jessica Tuchinsky,1
nm0000210,Julia Roberts,1
nm0177933,Chris Cooper,2
nm0553269,Margo Martindale,1
nm0001731,Sam Shepard,2
nm0000551,Dermot Mulroney,2
nm0629855,Julianne Nicholson,1
nm0000496,Juliette Lewis,1
nm1113550,Abigail Breslin,1
nm1130728,Misty Upham,0
nm5344262,Will Coffey,0
nm0018646,Newell Alexander,2
nm0821466,Jerry Stahl,2
nm0245653,Dale Dye,2
nm0020594,Ivan Allen,2
nm0587920,Arlin Miller,0
nm4312346,J. Alan Davidson,0
nm5583700,Maria Gus,0
nm0504832,Tracy Letts,2
nm0000123,George Clooney,2
nm0235389,Jean Doumanian,1
nm0381416,Grant Heslov,2
nm4391997,Steve Traxler,2
nm3789989,Alexandra Roach,1
nm0000538,Colm Meaney,2
nm0740383,Jemima Rooper,1
nm0188871,Mackenzie Crook,2
nm1571439,Trystan Gravelle,2
nm0654267,Sion Tudor Owen,2
nm1276507,Alex MacQueen,0
nm1489831,Miriam Lucia,0
nm0291205,David Frankel,2
nm0951698,Justin Zackham,2
nm1325419,Kristen Wiig,1
nm2794962,Hailee Steinfeld,1
nm0001602,Guy Pearce,2
nm0001441,Christine Lahti,1
nm0000560,Nick Nolte,2
nm1783541,Liza Johnson,0
nm1729394,Mark Poirier,2
nm2216463,Robert Ogden Barnum,0
nm2918260,Michael Benaroya,2
nm0255891,Cassian Elwes,2
nm0001507,Cheech Marin,2
nm0001045,Tommy Chong,2
nm0159081,Shelby Chong,1
nm3525344,Jimmy Root,0
nm0001372,Bonnie Hunt,1
nm0378245,Taraji P. Henson,1
nm3276023,Alexander Asefa,0
nm1103162,Tim Story,2
nm0000358,Daniel Day-Lewis,2
nm0004851,Penélope Cruz,1
nm0000047,Sophia Loren,1
nm0005028,Kate Hudson,1
nm0004914,Fergie,1
nm0865573,Ricky Tognazzi,2
nm0162281,Enzo Cilenti,2
nm0147794,Giuseppe Cederna,2
nm0314554,Elio Germano,0
nm0224331,Andrea Di Stefano,1
nm0633507,Roberto Nobile,2
nm0551128,Rob Marshall,2
nm0866062,Michael Tolkin,2
nm0686887,Marc Platt,2
nm1093951,Aaron Taylor-Johnson,2
nm0240359,Anne-Marie Duff,1
nm0861915,David Threlfall,2
nm0607375,David Morrissey,2
nm1032473,Thomas Brodie-Sangster,2
nm3017284,Josh Bolt,2
nm1166041,Ophelia Lovibond,1
nm2217601,Andrew Buchan,0
nm1380882,Jack McElhone,2
nm3542813,Sam Bell,2
nm0862918,Colin Tierney,0
nm0077127,Robert Bernstein,2
nm3189075,Jon Diamond,2
nm0368206,Tim Haslam,2
nm0002941,Kevin Loader,2
nm0339043,Matt Greenhalgh,2
nm0853374,Sam Taylor-Johnson,1
nm0001084,Ice Cube,2
nm0258402,Mike Epps,2
nm2061923,Young Jeezy,0
nm0522307,Darris Love,2
nm0575339,Julio Oscar Mechoso,2
nm1807170,Lil' JJ,2
nm0687625,Glenn Plummer,2
nm0421188,Juanita Jennings,1
nm0942193,Aloma Wright,1
nm1821184,Jowharah Jones,0
nm0005067,Tamala Jones,1
nm3091050,Leland White,0
nm1840504,Tiffany Haddish,1
nm1048560,Marcus Raboy,0
nm0148418,Michael Cera,2
nm0519043,Justin Long,2
nm0000114,Steve Buscemi,2
nm0310966,Ari Graynor,1
nm0234668,Portia Doubleday,1
nm0461712,Erik Knudsen,0
nm2290876,Adhir Kalyan,2
nm0929609,Fred Willard,2
nm3409275,Jade Fusco,0
nm3710855,Lise Lacasse,0
nm0001826,M. Emmet Walsh,2
nm0005316,Mary Kay Place,1
nm2822739,Jonathan B. Wright,2
nm0037708,Miguel Arteta,2
nm1122978,Gustin Nash,0
nm0674303,David Permut,2
nm0601619,Michael Moore,2
nm0000301,Thora Birch,1
nm3398139,William Black,2
nm3067972,Elijah Cummings,2
nm3207659,Baron Hill,2
nm3493863,Marcy Kaptur,0
nm0001728,Wallace Shawn,2
nm2143891,Elizabeth Warren,0
nm4261441,Peter Zalewski,0
nm0174021,Scout Taylor-Compton,1
nm0600667,Sheri Moon Zombie,1
nm0541932,Tyler Mane,2
nm3101175,Chase Wright Vanek,2
nm0000374,Brad Dourif,2
nm0000532,Malcolm McDowell,2
nm1640326,Angela Trimbur,1
nm0364583,Danielle Harris,1
nm0930226,Caroline Williams,1
nm0924261,Duane Whitaker,2
nm2175732,Betsy Rue,1
nm0871393,Greg Travis,2
nm0946148,"""Weird Al"" Yankovic",2
nm0362534,Chris Hardwick,2
nm0923490,Sean Whalen,2
nm0452288,Margot Kidder,1
nm0818055,Octavia Spencer,1
nm2647420,Brea Grant,1
nm1499462,Sylvia Jefferies,1
nm0325943,Diane Ayala Goldner,0
nm1764351,Nicky Whelan,1
nm0245696,Catherine Dyer,1
nm0130502,Dayton Callie,2
nm0104114,Richard Brake,2
nm0726223,Richard Riehle,2
nm0101997,Adam Boyer,2
nm0083487,Mary Birdsong,1
nm0095478,Mark Boone Junior,2
nm0680489,Jeff Daniel Phillips,0
nm0736263,Daniel Roebuck,2
nm0593734,Silas Weir Mitchell,2
nm0265067,Bill Fagerbakke,2
nm0193551,Robert Curtis Brown,2
nm2331759,Renae Geerlings,0
nm0492924,Mark Christopher Lawrence,2
nm1926948,Matt Bush,2
nm3582097,Jesse Dayton,0
nm0226326,Eileen Dietz,1
nm0957772,Rob Zombie,2
nm0015443,Malek Akkad,0
nm0332308,Andy Gould,2
nm0000093,Brad Pitt,2
nm0491259,Mélanie Laurent,1
nm1208167,Diane Kruger,1
nm0001709,Til Schweiger,2
nm0121972,Gedeon Burkhard,0
nm1784515,Jacky Ido,0
nm2374829,Omar Doom,0
nm0225944,August Diehl,0
nm1616970,Denis Ménochet,0
nm0343857,Sylvester Groth,2
nm0943487,Martin Wuttke,2
nm0000196,Mike Myers,2
nm0237838,Julie Dreyfus,1
nm2244205,Léa Seydoux,1
nm0759898,Richard Sammel,2
nm2356421,Alexander Fehling,2
nm0001792,Rod Taylor,2
nm0505949,Samm Levine,2
nm1770256,Paul Rust,2
nm0045209,Michael Bacall,2
nm0777912,Arndt Schwering-Sohnrey,2
nm0367265,Petra Hartung,1
nm1796924,Volker Michalowski,2
nm0241222,Ken Duken,2
nm0075321,Christian Berkel,2
nm1663883,Anne-Sophie Franck,0
nm0735270,Tina Rodriguez,0
nm3409165,Lena Friedrich,1
nm0657822,Jana Pallaske,1
nm0512050,Wolfgang Lindner,0
nm2947895,Michael Kranz,2
nm0090674,Rainer Bock,2
nm0672422,André Penvern,0
nm1389891,Sebastian Hülk,2
nm0366179,Buddy Joe Hooker,2
nm1504980,Sönke Möhring,2
nm0275738,Carlos Fidel,2
nm0251462,Hilmar Eichhorn,2
nm2267576,Patrick Elias,2
nm1031014,Eva Löbau,1
nm3467308,Salvadore Brandt,2
nm3558935,Jasper Linnewedel,0
nm0387826,Wilfried Hochholdinger,2
nm0320703,Olivier Girard,0
nm0770429,Michael Scheel,0
nm0686563,Leo Plank,2
nm2079653,Andreas Tietz,0
nm0004149,Bo Svenson,2
nm0144758,Enzo G. Castellari,2
nm0117673,Christian Brückner,0
nm0271578,Bela B.,2
nm3072577,Noemi Besedes,1
nm0136563,Hélène Cardona,0
nm0304948,Jake Garber,0
nm0711890,Sabrina Rattey,0
nm1048635,Alex Boden,0
nm0299706,Guido Föhrweißer,2
nm0000172,Harvey Keitel,2
nm3598310,Andrew Napier,2
nm0630524,Gregory Nicotero,2
nm1101058,Vitus Wieser,0
nm5446636,Daniela Schwerdt,1
nm0004744,Lawrence Bender,2
nm0680595,Lloyd Phillips,2
nm1460251,Erica Steinberg,1
nm0000148,Harrison Ford,2
nm0000171,Ashley Judd,1
nm0836343,Jim Sturgess,2
nm0193295,Cliff Curtis,2
nm0103797,Alice Braga,1
nm1404408,Alice Eve,1
nm1974397,Summer Bishil,1
nm0005283,Jacqueline Obradors,1
nm2014390,Justin Chon,1
nm2580087,Melody Zara,0
nm2030828,Merik Tadros,0
nm1083404,Sarah Shahi,1
nm0135221,Lizzy Caplan,1
nm0991810,Mahershala Ali,2
nm0469694,Wayne Kramer,2
nm1023127,Jenny Wade,1
nm0458514,Martin Klebba,2
nm0519454,Juan Longoria García,0
nm0347659,Tom Gulager,0
nm0347656,Clu Gulager,2
nm0625482,John Allen Nelson,2
nm0347657,John Gulager,2
nm0403134,Sam Huntington,0
nm0549815,Chris Marquette,2
nm0283945,Dan Fogler,2
nm0059431,Jay Baruchel,2
nm0068338,Kristen Bell,1
nm0736622,Seth Rogen,2
nm0000638,William Shatner,2
nm0000402,Carrie Fisher,1
nm0839486,Ethan Suplee,2
nm0001520,Christopher McDonald,2
nm0001803,Danny Trejo,2
nm0001850,Billy Dee Williams,0
nm0003620,Kevin Smith,2
nm0582939,Jason Mewes,2
nm1018295,Zak Knutson,2
nm0661917,Ray Park,2
nm0287182,Will Forte,2
nm0732497,Craig Robinson,2
nm1472005,Charlie B. Brown,2
nm1872782,Allie Grant,0
nm0516266,Joe Lo Truglio,2
nm0760923,Clark Sanchez,2
nm1144419,Danny McBride,2
nm1381100,Kyle Newman,2
nm2094392,Ernest Cline,2
nm1104057,Adam F. Goldberg,2
nm0000701,Kate Winslet,1
nm0000146,Ralph Fiennes,2
nm1269088,David Kross,0
nm0000565,Lena Olin,1
nm0004486,Bruno Ganz,2
nm0354198,Jeanette Hain,1
nm0381342,Hannah Herzsprung,1
nm0378932,Karoline Herfurth,1
nm1432815,Volker Bruch,2
nm0487884,Alexandra Maria Lara,1
nm0123974,Fabian Busch,2
nm1021460,Vijessna Ferkic,0
nm0521443,Susanne Lothar,1
nm0352278,Matthias Habich,2
nm0458460,Burghart Klaußner,2
nm0850618,Jürgen Tarrach,2
nm1921479,Florian Bartholomäi,2
nm2185299,Moritz Grove,0
nm0088744,Kirsten Block,1
nm0111203,Margarita Broich,1
nm0344276,Marie Gruber,1
nm0104180,Martin Brambach,2
nm0031311,Carmen-Maja Antoni,1
nm0360515,Heike Hanold-Lynch,0
nm0197636,Stephen Daldry,2
nm0002376,David Hare,2
nm0005237,Anthony Minghella,2
nm0317642,Donna Gigliotti,1
nm0606877,Redmond Morris,2
nm0001628,Sydney Pollack,2
nm1604339,Logan McPherson,2
nm1595050,Danielle Lewis,1
nm3775121,Jarrod Young,0
nm0001471,Jerry Lewis,2
nm0068166,Drake Bell,2
nm0238546,Brian Drummond,2
nm0290075,Andrew Francis,2
nm0820548,Tabitha St. Germain,1
nm6439717,Paul Taylor,2
nm0656707,George Paige,0
nm0514569,Gregory R. Little,2
nm0592684,Rick Mischel,0
nm1715275,Noureen DeWulf,1
nm2398694,Karley Scott Collins,1
nm0835045,Rider Strong,2
nm0277355,Brittany Finamore,1
nm1142587,Georgina Rylance,1
nm0317315,Todd Giebenhain,2
nm0695087,William Prael,2
nm1310192,Snowy Highfield,0
nm2281637,Dodie Brown,0
nm0147312,Laura Cayouette,1
nm0494999,Michael Leahy,2
nm0802081,Anant Singh,2
nm0812373,Joel Soisson,2
nm0000178,Diane Lane,1
nm0005048,Thomas Jane,2
nm1682412,Brandon McGibbon,0
nm0309995,Peter Kelly Gaudreault,2
nm1859485,Michelle Arvizu,1
nm0954999,Richard Zeppieri,0
nm1922377,Alexis Butler,0
nm0001358,Hal Holbrook,2
nm0332917,Robert Gow,0
nm0371588,Catherine Hayos,0
nm1349097,Craig Blair,0
nm0220198,Lynne Deragon,1
nm2640881,DTeflon,2
nm0006960,John Madden,0
nm0024925,Hossein Amini,0
nm0001465,Elmore Leonard,2
nm0694551,Jim Powers,0
nm0002833,David Webb,2
nm0005170,Bernie Mac,2
nm0495095,Sharon Leal,1
nm2012635,Adam Herschman,2
nm0005003,Sean Hayes,2
nm1649714,Affion Crockett,2
nm1382877,Jackie Long,2
nm1775466,John Legend,2
nm0005002,Isaac Hayes,2
nm0002040,Vanessa del Rio,1
nm0205772,Ken Davitian,2
nm0177639,Jennifer Coolidge,1
nm0425281,Jackie Johnson,1
nm0002700,Malcolm D. Lee,2
nm0709070,Robert Ramsey,2
nm0832043,Matthew Stone,2
nm0000056,Paul Newman,2
nm0133899,Guillaume Canet,2
nm1435800,James Honeyborne,0
nm0051397,Jamie Bamber,2
nm0088502,Boti Bliss,1
nm0307600,Lee Garlington,1
nm1271019,Rachel Robinson,0
nm2751321,Andy Martin,0
nm0854757,Claudia Templeton,1
nm0569126,Robin McGee,0
nm0416532,Grant James,2
nm3208233,Vincent Rice,0
nm2125788,Kent Jude Bernard,2
nm2493443,Cassie Shea Watson,1
nm0531333,Marc Macaulay,2
nm2333144,Josh Blue,2
nm0006969,Elizabeth Banks,1
nm0777059,Jennifer Schwalbach Smith,0
nm0066144,Gerry Bednob,2
nm0000183,Traci Lords,1
nm0746125,Brandon Routh,2
nm0026879,Jeff Anderson,2
nm0132896,Tisha Campbell-Martin,1
nm0767741,Tom Savini,2
nm0004192,Kenny Hotz,2
nm1025704,Katie Morgan,1
nm0608714,Scott Mosier,2
nm0306802,Carla Gardini,1
nm1551130,Keke Palmer,1
nm0810103,Tasha Smith,1
nm0428382,Jill Marie Jones,1
nm0005231,Dash Mihok,2
nm0002023,Matt Craven,2
nm0606541,Garrett Morris,2
nm1821410,Chloe Bridges,1
nm2913275,Debby Ryan,1
nm0329511,Malcolm Goodwin,2
nm0173485,Michael Colyar,2
nm0247456,Earthquake,2
nm1967269,Hugo Perez,0
nm2655177,Caleb Landry Jones,2
nm2492243,Kofi Siriboe,2
nm1932193,Zorianna Kit,0
nm1496115,Sophia Taylor Ali,1
nm0004890,Fred Durst,2
nm0668139,Sara Paxton,1
nm0000558,Leslie Nielsen,2
nm0001787,Jeffrey Tambor,2
nm0000097,Pamela Anderson,1
nm0005385,Marion Ross,1
nm1218621,Ryan Hansen,2
nm0202966,Keith David,2
nm0431451,Robert Joy,2
nm0001332,Robert Hays,2
nm0005474,Nicole Sullivan,1
nm2856538,Sam Cohen,0
nm0605079,Tracy Morgan,2
nm0000653,Brent Spiner,2
nm0563301,Craig Mazin,2
nm0919154,Robert K. Weiss,2
nm0001878,David Zucker,2
nm0825569,Matthew Stein,2
nm0005405,Seann William Scott,2
nm0000604,John C. Reilly,2
nm0278979,Jenna Fischer,1
nm0000666,Lili Taylor,1
nm0004743,Gil Bellows,2
nm0327779,Rick Gonzalez,2
nm0553440,Adrian Martinez,2
nm0035488,Fred Armisen,2
nm0134072,Bobby Cannavale,2
nm1199811,Masi Oka,2
nm0000867,Jason Bateman,2
nm2439800,Ithamar Enriquez,2
nm2366264,Nathan Geist,0
nm0175726,Steve Conrad,2
nm0001083,Jon Cryer,2
nm0004951,Brad Garrett,2
nm0001872,Steve Zahn,2
nm0444786,Tom Kenny,2
nm0048514,Howard Baker,2
nm0004748,Julie Benz,1
nm0550452,Matthew Marsden,2
nm1274545,Reynaldo Gallegos,2
nm0478403,Jake La Botz,2
nm1085727,Tim Kang,2
nm2678196,Aung Aay Noi,2
nm0776584,Paul Schulze,2
nm0397432,Ken Howard,2
nm0574615,Graham McTavish,2
nm0669212,Cameron Pearson,0
nm2880249,Thomas Peterson,0
nm2879107,Tony Skarberg,0
nm0999139,James With,2
nm2879982,Shaliew 'Lek' Bamrungbun,0
nm2878863,Kasikorn Niyompattana,0
nm0599393,Art Monterastelli,2
nm0503592,Avi Lerner,2
nm0860315,John Thompson,2
nm0227234,Danny Dimbort,2
nm0203246,Boaz Davidson,2
nm0795121,Trevor Short,2
nm0854772,Kevin King Templeton,0
nm0088756,Peter Block,2
nm0256542,Randall Emmett,2
nm1410838,Jon Feltheimer,0
nm0298915,George Furla,2
nm1837423,Florian Lechner,0
nm0858077,Andreas Thiesmeyer,2
nm0084114,Larry Bishop,2
nm0050156,Eric Balfour,2
nm0000454,Dennis Hopper,2
nm0007237,Leonor Varela,1
nm0001016,David Carradine,2
nm0004729,Michael Beach,2
nm0005068,Vinnie Jones,2
nm0005331,Francesco Quinn,2
nm1141576,Cassandra Hepburn,0
nm0397940,Kanin Howell,2
nm0825630,Shana Stein,0
nm0825790,Michael Steinberg,2
nm0000243,Denzel Washington,2
nm1676649,Nate Parker,2
nm1091701,Denzel Whitaker,2
nm0253708,Kimberly Elise,1
nm0930892,Jermaine Williams,2
nm0712406,Gina Ravera,1
nm0001334,John Heard,2
nm2154316,Devyn A. Tyler,0
nm2779780,Trenton McClain Boyd,0
nm0599907,Ritchie Montgomery,2
nm0907808,Jackson Walker,2
nm0660986,Tim Parati,2
nm1420281,Robert X. Golphin,2
nm1495175,Justice Leak,0
nm1412974,Glen Powell,2
nm2042898,Brad Watkins,0
nm0806875,Brian Smiar,0
nm0495023,Damien Leake,2
nm2753698,Voltaire Sterling,0
nm2728757,Stephen Rider,0
nm0200420,Gordon Danniels,0
nm1485940,Donny Boaz,0
nm2079143,Samuel Elliott Whisnant,0
nm0176922,Bonnie Johnson,1
nm1265096,Charissa Allen,1
nm2689261,Michael Beasley,2
nm2869677,Gary Mathis,0
nm0933447,Georges Wilson,2
nm1263537,Fahnlohnee R. Harris,0
nm0262817,Harold Evans,2
nm0263625,J.D. Evermore,2
nm1392716,Sharon Jones,0
nm2326120,Kelvin Payton,2
nm2121280,Southey Blanton,0
nm0560368,Michael Mattison,2
nm2871538,Jeff Braun,0
nm2872072,Milton R. Gipson,0
nm0725975,Frank Ridley,0
nm1422549,Jeremiah Kissel,0
nm0705794,Jack Radosta,0
nm1382124,Alvin Youngblood Hart,0
nm2871734,Dom Flemons,2
nm2871962,Rhiannon Giddens,1
nm2872215,Ahmad Powell,0
nm0114177,Marcus Lyle Brown,2
nm0188396,David Crockett,2
nm0287164,Kate Forte,1
nm0005387,Joe Roth,0
nm0001856,Oprah Winfrey,1
nm0159789,Hayden Christensen,2
nm0005024,Terrence Howard,2
nm2166833,Charlie Hewson,0
nm0730168,Sam Robards,2
nm0397124,Arliss Howard,2
nm0001770,Fisher Stevens,2
nm1312338,Georgina Chapman,1
nm1092086,David Harbour,2
nm1230678,Court Young,2
nm1567198,Poorna Jagannathan,1
nm1756030,Steven Hinkle,2
nm0939213,Lee Wong,2
nm0769544,Brenda Schad,1
nm0641354,Denis O'Hare,2
nm0458462,Ross Klavan,2
nm1703612,Joby Harold,0
nm0895903,Joana Vicente,1
nm0459852,Jason Kliot,2
nm0006597,John Penotti,2
nm0001315,Marcia Gay Harden,1
nm0390229,Laurie Holden,1
nm0105672,Andre Braugher,2
nm0429363,Toby Jones,2
nm0006669,William Sadler,2
nm0218810,Jeffrey DeMunn,0
nm0827973,Frances Sternhagen,1
nm1997480,Nathan Gamble,2
nm1111968,Alexa Davalos,1
nm0654104,Chris Owen,2
nm1022429,Samuel Witwer,2
nm0872354,Robert C. Treveiler,2
nm0003861,David Jensen,2
nm0564350,Melissa McBride,1
nm0821436,Andy Stahl,2
nm0852076,Buck Taylor,2
nm1938755,Jackson Hurst,2
nm0508742,Brian Libby,0
nm0539381,Susan Malerstein,0
nm0339472,Mathew Greer,0
nm1294178,Juan Gabriel Pareja,2
nm2258450,Walter Fauntleroy,0
nm1514763,Amin Joseph,0
nm0172439,Kelly Collins Lintz,1
nm0709598,Ginnie Randall,0
nm1390793,Tiffany Morgan,0
nm0908446,Kim Wall,1
nm0147814,Julio Cedillo,2
nm0809806,Ron Clinton Smith,0
nm0106381,Gregg Brazzel,2
nm0025181,Jay Amor,0
nm0063910,Kevin Beard,2
nm2885597,Jimmy Lee Jr.,0
nm1620521,Derek Cox-Berg,0
nm0473873,Cherami Leigh,1
nm2467078,Ted Ferguson,2
nm0381043,Louis Herthum,2
nm2378090,Eric Kelly McFarland,0
nm0001104,Frank Darabont,2
nm0323065,Liz Glotzer,1
nm1040337,Denise M. Huth,0
nm0725147,Randi Richmond,0
nm0136743,Anna Garduno,0
nm0764552,Richard Saperstein,2
nm0593664,Radha Mitchell,1
nm0890232,Michael Vartan,2
nm0941777,Sam Worthington,2
nm1985859,Mia Wasikowska,1
nm0193135,Stephen Curry,2
nm0409850,Celia Ireland,1
nm0418877,John Jarratt,2
nm0606255,Geoff Morrell,2
nm0724483,Damien Richardson,2
nm0853079,Robert Taylor,2
nm0593383,Heather Mitchell,1
nm0572562,Greg McLean,2
nm0891641,Eddie Vedder,2
nm1601789,Robert Ellis Orrall,0
nm0247351,Steve Earle,0
nm3773499,Celeste Zappala,0
nm3781869,Eric Blickenstaff,0
nm3773535,Anthony Pietsch,0
nm1679504,Dante Zappala,0
nm2728996,Tim Goodrich,0
nm1682747,Abdul Henderson,0
nm3773618,Bill Scragg,0
nm3773507,Fred D'Amato,0
nm3780707,Mike Hoffman,0
nm2600072,Peter Buck,0
nm0005468,Michael Stipe,2
nm1822634,Joe Vogel,0
nm3781787,Jeff Champagne,0
nm0001926,Joan Baez,1
nm0001557,Viggo Mortensen,2
nm3773575,Princeton Lyman,0
nm3780842,John Brown,0
nm1732375,Corrine Brown,0
nm3780505,Anne Wright,0
nm0825887,Gloria Steinem,2
nm0603780,Tom Morello,0
nm0001683,Roseanne Barr,1
nm0359029,Monica Hampton,1
nm1698761,Daeg Faerch,1
nm0001235,William Forsythe,2
nm1640351,Kristina Klebe,1
nm0001424,Udo Kier,2
nm1711114,Skyler Gisondo,2
nm0869981,Tom Towles,2
nm0608405,Bill Moseley,0
nm0247579,Leslie Easterbrook,1
nm0528433,Richard Lynch,2
nm0854702,Lew Temple,2
nm0804361,Pat Skipper,2
nm0286010,Ken Foree,2
nm0000356,Sybil Danning,1
nm0004880,Micky Dolenz,0
nm0354085,Sid Haig,2
nm0355632,Hanna Hall,1
nm0908914,Dee Wallace,1
nm0102365,Steve Boyles,0
nm0397212,Clint Howard,2
nm1642115,Jenny Gregg Stewart,0
nm0918838,Adam Weisman,2
nm2753705,Sydnie Pitzer,0
nm2753709,Myla Pitzer,0
nm2753710,Stella Altman,0
nm1426298,Max Van Ville,0
nm1197383,Nick Mennell,2
nm0754512,Daryl Sabara,2
nm0037118,Richmond Arquette,2
nm0000118,John Carpenter,2
nm0384185,Debra Hill,1
nm0424060,Scarlett Johansson,1
nm0001473,Laura Linney,1
nm1357069,Nicholas Art,0
nm0262635,Chris Evans,2
nm0316079,Paul Giamatti,2
nm0614220,Donna Murphy,1
nm1006024,Alicia Keys,1
nm0731286,Judith Roberts,1
nm2226071,Alison Wright,1
nm1682319,Nate Corddry,0
nm0075849,Shari Springer Berman,1
nm0700301,Robert Pulcini,2
nm0937714,Dany Wolf,2
nm1163710,Kelly Carmichael,0
nm2436587,Mick Partridge,0
nm0092216,Big Boi,2
nm0791868,Sherri Shepherd,1
nm1211443,Lil Wayne,2
nm1429102,Andy Milonakis,2
nm0522324,Faizon Love,2
nm0187719,Terry Crews,2
nm0185272,Tony Cox,2
nm0000470,Jeffrey Jones,2
nm0043041,James Avery,2
nm0666806,Don Michael Paul,2
nm0000535,Rose McGowan,1
nm0004710,Naveen Andrews,2
nm0000299,Michael Biehn,2
nm0001194,Jeff Fahey,2
nm0005420,Marley Shelton,1
nm0235103,Jason Douglas,0
nm0002230,Carlos Gallardo,2
nm0662981,Michael Parks,2
nm0135585,Freddy Rodríguez,2
nm1943565,Rebel Rodriguez,0
nm0733162,Troy Robinson,2
nm0042882,Elizabeth Avellan,1
nm0000131,John Cusack,2
nm0005203,Mary McCormack,1
nm1278365,Jasmine Jessica Anthony,1
nm0001724,Tony Shalhoub,2
nm2680682,Alexandra Silber,1
nm2618314,Emily Harvey,1
nm0546664,Noah Lee Margetts,2
nm0035628,William Armstrong,2
nm0083307,Paul Birchard,2
nm0500065,Margot Leicester,1
nm1665358,Angel Oquendo,2
nm0583534,Eric Meyers,2
nm1053380,Johann Urb,2
nm0498517,Andrew-Lee Potts,2
nm0861037,Kim Thomson,1
nm0694100,Drew Powell,2
nm0926086,Isiah Whitlock Jr.,2
nm0882054,Benny Urquidez,2
nm0137230,Len Cariou,2
nm0629425,Ray Nicholas,0
nm0556456,Tina Maskell,1
nm1208004,Paul Kasey,0
nm0183037,George Cottle,0
nm0573087,Thomas A. McMahon,0
nm1362415,Chris Carey,2
nm0004878,Kevin Dobson,2
nm1502654,Peter Conboy,2
nm2335221,Bernadette Lords,1
nm3316483,Rob McGillivray,0
nm0005532,Kate Walsh,1
nm0405632,Mikael Håfström,0
nm0338557,Matt Greenberg,2
nm0616735,Jake Myers,0
nm0225146,Lorenzo di Bonaventura,2
nm1089685,Vanessa Ferlito,1
nm0688624,Sydney Tamiia Poitier,1
nm1139632,Tracie Thoms,1
nm0480465,Jordan Ladd,1
nm0935541,Mary Elizabeth Winstead,1
nm0963201,Helen Kim,0
nm1292612,Marcy Harriell,0
nm0821400,Monica Staggs,1
nm0124133,George W. Bush,2
nm0001051,Bill Clinton,2
nm0166921,Hillary Clinton,1
nm0000345,Billy Crystal,2
nm1713258,Meghan O'Hara,1
nm0949978,Rehya Young,0
nm0000147,Colin Firth,2
nm0001426,Ben Kingsley,2
nm0706787,Aishwarya Rai Bachchan,1
nm0611932,Peter Mullan,2
nm0001314,John Hannah,2
nm0322513,Iain Glen,2
nm1670029,Rupert Friend,2
nm1996829,Nonso Anozie,2
nm0853583,Owen Teale,2
nm0796502,Alexander Siddig,2
nm0700059,Robert Pugh,2
nm0181920,James Cosmo,2
nm0002246,Harry Van Gorkum,2
nm0564133,Murray McArthur,2
nm0498991,Doug Lefler,0
nm0069893,Tarak Ben Ammar,2
nm0209581,Raffaella De Laurentiis,1
nm0209569,Dino De Laurentiis,2
nm0776646,Martha De Laurentiis,1
nm0001774,Ben Stiller,2
nm0000106,Drew Barrymore,1
nm1169742,Eileen Essell,1
nm0005520,Amber Valletta,1
nm0857620,Justin Theroux,2
nm0001436,Swoosie Kurtz,1
nm0864490,Jackie Sandler,1
nm0001213,Harvey Fierstein,2
nm0001664,James Remar,2
nm0936298,Robert Wisdom,2
nm0748973,Maya Rudolph,1
nm0236311,Christopher Doyle,2
nm0534380,Tim Maculan,2
nm0456454,Christina Kirk,1
nm0357453,John Hamburg,2
nm0001280,Jenette Goldstein,1
nm0400625,Geraldine Hughes,1
nm4037793,Joey Banks,0
nm0910145,Tracey Walter,2
nm0472891,Michelle Krusiec,1
nm0674229,Philip Perlman,2
nm0000362,Danny DeVito,2
nm0236421,Larry Doyle,2
nm0180366,Stuart Cornfeld,2
nm0469553,Jeremy Kramer,0
nm0000164,Anthony Hopkins,2
nm0000438,Ed Harris,2
nm0000641,Gary Sinise,2
nm0589505,Wentworth Miller,2
nm0057150,Jacinda Barrett,1
nm0502015,Harry Lennix,2
nm0163988,Clark Gregg,2
nm0807332,Anna Deavere Smith,1
